,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
5682,5,52,0.0,8,5,39.0
5683,4,53,1.0,5,6,41.0
5684,5,83,1.0,8,3,71.0
5685,4,79,0.0,8,5,65.0
5686,8,92,0.0,8,8,87.0
5687,4,61,1.0,9,9,47.0
5688,6,57,1.0,6,5,42.0
5689,2,87,0.0,6,6,62.0
5690,5,68,0.0,6,5,54.0
5691,6,82,1.0,5,6,71.0
5692,5,55,1.0,7,0,42.0
5693,2,85,1.0,9,5,64.0
5694,7,74,0.0,9,8,70.0
5695,4,92,1.0,8,2,77.0
5696,8,73,0.0,4,5,62.0
5697,7,42,0.0,6,3,28.0
5698,7,43,1.0,9,6,36.0
5699,9,93,1.0,9,6,92.0
5700,1,44,0.0,4,8,18.0
5701,6,49,1.0,8,3,37.0
5702,6,91,1.0,9,7,81.0
5703,6,68,0.0,9,7,57.0
5704,6,71,1.0,7,7,61.0
5705,7,70,0.0,4,7,62.0
5706,6,41,0.0,8,5,27.0
5707,1,51,1.0,8,7,26.0
5708,3,66,0.0,6,5,48.0
5709,2,44,0.0,7,9,18.0
5710,6,76,1.0,8,1,66.0
5711,8,66,0.0,7,2,59.0
5712,3,62,1.0,6,5,41.0
5713,8,72,0.0,4,6,64.0
5714,8,43,0.0,9,3,40.0
5715,5,98,0.0,9,0,84.0
5716,8,60,0.0,5,3,51.0
5717,6,63,0.0,5,5,49.0
5718,5,83,0.0,5,7,67.0
5719,9,70,0.0,9,3,70.0
5720,7,83,1.0,7,9,75.0
5721,8,87,0.0,5,0,80.0
5722,1,63,1.0,4,4,35.0
5723,2,88,0.0,8,6,65.0
5724,8,92,0.0,7,5,86.0
5725,9,49,1.0,9,2,45.0
5726,4,88,1.0,4,6,69.0
5727,9,88,1.0,9,3,86.0
5728,4,89,0.0,7,4,75.0
5729,9,41,1.0,7,6,39.0
5730,7,70,0.0,7,1,59.0
5731,2,64,0.0,6,3,42.0
5732,9,43,1.0,8,3,42.0
5733,4,90,0.0,5,5,70.0
5734,8,50,1.0,6,6,48.0
5735,7,56,1.0,8,3,49.0
5736,7,83,1.0,9,9,78.0
5737,8,41,1.0,5,0,34.0
5738,1,45,0.0,6,0,18.0
5739,5,48,0.0,6,4,33.0
5740,2,44,1.0,4,0,20.0
5741,2,59,1.0,6,2,35.0
5742,1,68,0.0,7,8,46.0
5743,5,60,0.0,9,2,42.0
5744,2,48,1.0,6,2,23.0
5745,4,67,0.0,7,8,51.0
5746,3,94,0.0,8,4,75.0
5747,3,47,0.0,8,7,27.0
5748,2,70,0.0,7,9,48.0
5749,6,59,1.0,4,8,45.0
5750,2,66,0.0,4,5,40.0
5751,8,47,1.0,8,6,42.0
5752,8,93,1.0,9,6,90.0
5753,5,60,1.0,6,6,45.0
5754,7,67,0.0,8,3,55.0
5755,4,62,0.0,8,1,45.0
5756,1,45,1.0,7,1,20.0
5757,2,42,0.0,4,6,15.0
5758,4,44,1.0,9,9,28.0
5759,1,48,1.0,7,6,25.0
5760,8,46,0.0,8,9,39.0
5761,9,99,0.0,5,6,96.0
5762,4,43,0.0,6,7,24.0
5763,3,78,1.0,8,2,63.0
5764,2,44,1.0,7,4,19.0
5765,5,50,0.0,5,5,31.0
5766,3,54,1.0,5,7,35.0
5767,7,73,1.0,8,7,65.0
5768,6,52,1.0,9,9,41.0
5769,1,93,0.0,4,2,65.0
5770,8,87,0.0,5,3,83.0
5771,2,46,0.0,6,5,22.0
5772,5,79,1.0,7,3,68.0
5773,9,45,0.0,7,9,40.0
5774,8,95,1.0,7,3,92.0
5775,2,78,1.0,8,4,54.0
5776,9,89,1.0,7,9,90.0
5777,5,69,0.0,7,6,57.0
5778,6,61,1.0,6,1,47.0
5779,3,64,0.0,4,1,43.0
5780,3,67,1.0,9,9,50.0
5781,8,93,0.0,8,8,91.0
5782,2,59,0.0,8,3,34.0
5783,2,78,0.0,7,4,54.0
5784,5,42,0.0,6,2,26.0
5785,6,44,0.0,5,1,34.0
5786,2,40,0.0,7,9,18.0
5787,5,54,0.0,7,7,38.0
5788,7,65,0.0,8,3,57.0
5789,8,42,1.0,8,0,34.0
5790,7,79,1.0,7,5,68.0
5791,8,96,1.0,8,5,92.0
5792,9,80,1.0,6,1,77.0
5793,5,86,1.0,5,1,71.0
5794,5,81,0.0,5,7,67.0
5795,4,73,0.0,5,6,59.0
5796,9,91,0.0,7,1,91.0
5797,5,44,0.0,9,9,29.0
5798,2,70,0.0,7,0,48.0
5799,8,90,1.0,7,7,90.0
5800,7,52,1.0,6,9,48.0
5801,8,82,0.0,5,1,77.0
5802,3,40,1.0,8,4,20.0
5803,4,61,1.0,8,5,42.0
5804,5,54,0.0,4,9,37.0
5805,6,65,0.0,4,0,52.0
5806,1,57,1.0,9,1,33.0
5807,4,87,1.0,8,9,72.0
5808,5,48,0.0,5,3,34.0
5809,7,40,1.0,7,1,33.0
5810,5,82,0.0,8,5,71.0
5811,1,48,1.0,9,3,25.0
5812,7,62,1.0,9,2,55.0
5813,8,82,0.0,8,5,76.0
5814,7,84,1.0,4,8,76.0
5815,4,97,0.0,5,7,81.0
5816,8,41,1.0,8,1,35.0
5817,5,53,1.0,7,2,35.0
5818,9,77,0.0,7,1,74.0
5819,5,79,1.0,6,9,66.0
5820,1,57,0.0,7,6,31.0
5821,9,55,0.0,8,8,54.0
5822,5,92,1.0,8,0,79.0
5823,6,68,0.0,7,2,58.0
5824,4,83,0.0,4,5,66.0
5825,6,50,0.0,5,3,36.0
5826,8,45,1.0,9,9,44.0
5827,3,42,0.0,8,9,26.0
5828,5,53,0.0,7,0,37.0
5829,2,99,1.0,9,8,82.0
5830,2,41,0.0,7,6,18.0
5831,7,71,0.0,8,6,66.0
5832,6,70,0.0,6,0,60.0
5833,4,50,1.0,5,8,32.0
5834,5,61,1.0,8,7,51.0
5835,1,42,1.0,9,9,18.0
5836,7,89,1.0,7,4,82.0
5837,8,70,1.0,6,3,66.0
5838,9,72,1.0,8,0,69.0
5839,8,63,0.0,5,8,59.0
5840,5,40,1.0,6,7,26.0
5841,3,83,1.0,9,1,63.0
5842,9,54,1.0,7,3,52.0
5843,6,76,1.0,4,3,66.0
5844,5,66,0.0,5,6,51.0
5845,3,77,0.0,6,2,54.0
5846,6,87,1.0,8,7,77.0
5847,3,66,0.0,8,6,45.0
5848,6,83,1.0,6,9,77.0
5849,4,51,0.0,8,3,32.0
5850,2,42,1.0,6,8,15.0
5851,8,69,1.0,5,5,62.0
5852,4,71,1.0,8,2,55.0
5853,9,62,1.0,5,6,59.0
5854,7,41,0.0,7,5,32.0
5855,2,46,1.0,7,7,21.0
5856,4,73,0.0,7,4,56.0
5857,5,71,0.0,7,5,55.0
5858,3,92,0.0,8,0,74.0
5859,9,78,1.0,6,7,74.0
5860,5,71,0.0,8,0,56.0
5861,2,82,0.0,9,2,58.0
5862,3,82,0.0,8,1,64.0
5863,9,53,1.0,5,5,49.0
5864,7,42,0.0,6,7,31.0
5865,2,85,1.0,4,7,64.0
5866,9,71,0.0,4,6,63.0
5867,4,82,0.0,6,6,66.0
5868,9,75,1.0,4,7,73.0
5869,2,56,1.0,6,4,38.0
5870,4,87,0.0,5,2,70.0
5871,5,42,1.0,5,1,27.0
5872,2,96,0.0,8,2,72.0
5873,1,49,0.0,4,2,21.0
5874,7,92,1.0,6,6,85.0
5875,1,86,1.0,5,0,62.0
5876,8,79,1.0,8,6,73.0
5877,3,57,0.0,4,5,32.0
5878,6,42,0.0,4,9,30.0
5879,7,78,0.0,4,1,64.0
5880,1,49,1.0,5,9,25.0
5881,6,91,1.0,5,0,82.0
5882,7,48,1.0,4,8,41.0
5883,6,85,0.0,5,1,71.0
5884,4,94,1.0,4,3,79.0
5885,1,85,1.0,7,8,59.0
5886,9,50,0.0,5,8,45.0
5887,4,99,1.0,6,0,84.0
5888,7,72,1.0,5,1,62.0
5889,7,75,0.0,4,1,65.0
5890,2,65,0.0,6,1,43.0
5891,1,66,0.0,8,7,39.0
5892,8,77,0.0,6,7,70.0
5893,8,61,0.0,6,9,54.0
5894,7,65,0.0,5,7,55.0
5895,8,61,1.0,9,3,55.0
5896,3,44,1.0,6,7,25.0
5897,2,74,0.0,6,6,52.0
5898,7,41,0.0,4,7,31.0
5899,8,74,1.0,5,0,68.0
5900,1,48,0.0,4,2,19.0
5901,9,90,0.0,5,9,87.0
5902,4,90,1.0,8,5,71.0
5903,4,88,1.0,9,0,74.0
5904,3,57,0.0,6,3,35.0
5905,6,82,0.0,5,8,69.0
5906,1,51,1.0,6,6,24.0
5907,6,42,0.0,6,0,29.0
5908,2,57,1.0,7,5,34.0
5909,9,95,1.0,4,5,93.0
5910,2,77,0.0,9,1,52.0
5911,7,46,1.0,5,5,37.0
5912,1,72,1.0,8,9,49.0
5913,7,45,1.0,9,1,38.0
5914,5,57,0.0,7,7,44.0
5915,8,84,0.0,4,6,75.0
5916,4,61,0.0,8,5,44.0
5917,7,90,1.0,8,9,84.0
5918,6,78,1.0,6,5,65.0
5919,5,90,0.0,4,8,75.0
5920,4,48,1.0,7,8,29.0
5921,7,74,1.0,5,9,67.0
5922,5,62,0.0,5,9,50.0
5923,5,51,1.0,7,1,38.0
5924,1,91,1.0,6,2,66.0
5925,2,63,1.0,6,9,42.0
5926,5,89,1.0,8,6,76.0
5927,3,79,1.0,4,9,64.0
5928,2,48,1.0,8,8,26.0
5929,4,52,0.0,5,5,31.0
5930,4,79,0.0,7,0,63.0
5931,4,93,1.0,4,6,77.0
5932,4,81,0.0,7,0,61.0
5933,3,56,0.0,4,4,33.0
5934,7,46,0.0,9,8,39.0
5935,9,56,1.0,5,9,52.0
5936,5,94,0.0,5,9,82.0
5937,4,89,1.0,9,8,73.0
5938,2,63,0.0,4,0,37.0
5939,2,41,0.0,6,5,16.0
5940,5,74,1.0,4,2,59.0
5941,7,67,0.0,5,8,59.0
5942,9,58,1.0,7,2,56.0
5943,7,72,0.0,8,1,59.0
5944,5,60,0.0,7,7,46.0
5945,6,92,0.0,5,2,80.0
5946,3,49,0.0,7,4,30.0
5947,5,92,1.0,6,5,78.0
5948,8,85,1.0,6,9,81.0
5949,1,84,0.0,4,9,57.0
5950,1,48,1.0,7,0,24.0
5951,7,77,0.0,7,6,66.0
5952,5,45,1.0,5,6,31.0
5953,5,90,1.0,4,4,73.0
5954,1,92,1.0,4,8,66.0
5955,9,81,0.0,7,1,78.0
5956,1,94,1.0,8,4,66.0
5957,5,74,1.0,7,1,57.0
5958,9,57,0.0,7,1,50.0
5959,4,92,0.0,7,8,77.0
5960,8,58,0.0,6,6,54.0
5961,6,44,1.0,9,3,30.0
5962,3,64,1.0,4,7,43.0
5963,4,50,1.0,9,3,34.0
5964,2,49,1.0,6,0,26.0
5965,1,56,1.0,8,9,36.0
5966,8,75,1.0,5,2,69.0
5967,1,65,0.0,8,9,39.0
5968,1,70,1.0,4,0,44.0
5969,4,71,1.0,5,1,56.0
5970,6,60,1.0,9,1,47.0
5971,9,57,0.0,8,6,56.0
5972,1,99,1.0,4,3,73.0
5973,7,57,0.0,8,9,48.0
5974,5,40,1.0,5,8,24.0
5975,8,53,0.0,5,1,49.0
5976,7,47,0.0,8,8,41.0
5977,4,41,0.0,6,5,24.0
5978,4,90,1.0,8,9,72.0
5979,6,54,0.0,9,7,45.0
5980,6,99,1.0,8,6,92.0
5981,9,73,0.0,8,7,68.0
5982,5,75,1.0,6,8,62.0
5983,8,40,0.0,7,7,36.0
5984,5,90,0.0,5,5,77.0
5985,2,60,1.0,9,7,40.0
5986,6,81,0.0,4,7,69.0
5987,9,40,1.0,5,1,38.0
5988,3,71,0.0,5,1,50.0
5989,1,59,0.0,7,0,33.0
5990,1,93,1.0,5,9,69.0
5991,3,86,1.0,5,1,63.0
5992,5,75,1.0,6,6,59.0
5993,3,78,0.0,6,2,54.0
5994,9,69,1.0,6,3,65.0
5995,8,46,1.0,6,3,41.0
5996,3,61,0.0,6,3,41.0
5997,9,96,1.0,9,1,94.0
5998,6,89,1.0,4,5,80.0
5999,7,84,0.0,7,0,74.0
6000,4,49,0.0,8,4,33.0
6001,4,95,0.0,9,1,78.0
6002,2,47,0.0,6,8,21.0
6003,5,66,0.0,7,1,49.0
6004,8,49,1.0,8,5,43.0
6005,7,53,0.0,5,3,40.0
6006,7,85,0.0,9,5,77.0
6007,6,98,0.0,5,1,84.0
6008,3,91,1.0,7,1,74.0
6009,5,93,1.0,4,6,78.0
6010,1,50,1.0,4,2,21.0
6011,7,45,1.0,7,2,34.0
6012,9,60,0.0,4,6,54.0
6013,1,72,0.0,4,7,47.0
6014,2,58,0.0,5,6,36.0
6015,3,78,1.0,4,2,53.0
6016,3,63,0.0,4,2,45.0
6017,8,57,1.0,7,6,52.0
6018,7,74,1.0,4,2,66.0
6019,6,91,1.0,9,1,79.0
6020,4,82,0.0,6,6,63.0
6021,9,76,0.0,6,2,72.0
6022,1,58,0.0,7,4,33.0
6023,2,92,0.0,6,6,70.0
6024,4,63,1.0,5,1,47.0
6025,3,95,0.0,9,7,73.0
6026,1,73,1.0,9,1,50.0
6027,5,61,1.0,7,3,48.0
6028,7,43,1.0,4,3,33.0
6029,2,96,1.0,6,7,72.0
6030,5,49,1.0,5,0,31.0
6031,6,41,1.0,7,8,32.0
6032,7,47,1.0,7,5,34.0
6033,1,72,0.0,4,3,41.0
6034,7,98,0.0,8,5,91.0
6035,4,77,1.0,6,5,61.0
6036,8,82,0.0,5,8,75.0
6037,4,98,0.0,7,3,80.0
6038,6,67,0.0,6,7,57.0
6039,9,49,0.0,5,0,46.0
6040,5,84,1.0,9,5,71.0
6041,4,40,0.0,9,4,21.0
6042,8,73,1.0,5,2,69.0
6043,9,42,1.0,9,3,37.0
6044,4,48,0.0,7,7,32.0
6045,3,44,0.0,6,9,26.0
6046,8,81,1.0,5,1,74.0
6047,5,49,1.0,7,7,34.0
6048,2,51,0.0,6,6,24.0
6049,9,57,0.0,6,0,53.0
6050,3,97,1.0,7,1,74.0
6051,2,60,0.0,6,6,37.0
6052,1,60,1.0,8,2,31.0
6053,8,40,1.0,5,1,29.0
6054,3,42,1.0,5,0,21.0
6055,7,44,1.0,6,6,37.0
6056,1,64,0.0,7,2,37.0
6057,1,97,1.0,4,5,73.0
6058,9,88,1.0,9,9,87.0
6059,8,47,0.0,6,7,45.0
6060,3,56,0.0,4,5,32.0
6061,6,48,1.0,6,6,35.0
6062,3,71,0.0,4,5,52.0
6063,4,45,0.0,6,6,27.0
6064,1,88,1.0,7,4,65.0
6065,5,79,0.0,9,8,64.0
6066,1,60,0.0,4,2,30.0
6067,1,46,0.0,8,5,22.0
6068,7,46,0.0,7,8,35.0
6069,6,86,0.0,9,0,72.0
6070,2,78,1.0,6,4,55.0
6071,2,93,0.0,4,3,71.0
6072,7,66,1.0,9,8,60.0
6073,1,47,1.0,5,0,19.0
6074,2,48,0.0,7,3,25.0
6075,8,67,0.0,4,0,55.0
6076,6,54,0.0,7,2,41.0
6077,2,41,0.0,4,3,17.0
6078,7,46,0.0,5,0,36.0
6079,4,86,0.0,8,4,71.0
6080,2,57,0.0,5,5,35.0
6081,6,61,0.0,6,0,48.0
6082,9,89,0.0,7,9,82.0
6083,9,49,0.0,8,9,48.0
6084,8,93,0.0,7,3,86.0
6085,3,89,0.0,9,3,69.0
6086,3,72,1.0,4,0,50.0
6087,2,46,0.0,6,1,22.0
6088,5,42,1.0,6,9,25.0
6089,4,53,1.0,7,4,33.0
6090,7,83,0.0,6,1,71.0
6091,4,85,1.0,7,2,70.0
6092,9,75,0.0,4,8,71.0
6093,2,52,0.0,4,4,28.0
6094,6,55,1.0,7,0,44.0
6095,7,55,0.0,5,4,46.0
6096,4,93,1.0,5,2,76.0
6097,6,44,1.0,4,0,29.0
6098,7,91,0.0,8,2,84.0
6099,4,64,1.0,5,5,47.0
6100,8,77,1.0,7,9,70.0
6101,9,77,0.0,4,4,73.0
6102,1,89,1.0,6,0,63.0
6103,7,77,0.0,6,1,68.0
6104,9,78,0.0,5,4,74.0
6105,5,95,0.0,8,8,82.0
6106,2,95,0.0,9,4,77.0
6107,6,87,1.0,5,4,77.0
6108,7,80,0.0,8,0,71.0
6109,2,65,1.0,5,4,39.0
6110,2,98,1.0,6,7,77.0
6111,1,52,0.0,8,8,25.0
6112,4,83,0.0,6,9,63.0
6113,7,90,0.0,7,2,80.0
6114,9,65,1.0,7,3,62.0
6115,3,94,0.0,4,6,75.0
6116,7,94,1.0,6,6,88.0
6117,7,40,0.0,6,0,31.0
6118,7,47,0.0,4,5,36.0
6119,2,43,1.0,7,8,21.0
6120,6,60,1.0,7,4,50.0
6121,2,61,0.0,8,7,40.0
6122,6,90,0.0,8,9,81.0
6123,3,92,0.0,9,8,75.0
6124,2,97,1.0,7,9,76.0
6125,6,76,0.0,9,9,66.0
6126,2,88,0.0,5,2,59.0
6127,5,42,1.0,6,0,26.0
6128,2,58,0.0,8,1,33.0
6129,3,40,1.0,5,4,19.0
6130,3,68,1.0,8,9,49.0
6131,6,62,0.0,4,6,50.0
6132,6,72,0.0,6,5,56.0
6133,3,94,1.0,9,3,74.0
6134,3,91,1.0,9,8,72.0
6135,1,80,0.0,8,3,53.0
6136,7,62,1.0,7,2,60.0
6137,8,44,1.0,9,4,35.0
6138,2,46,0.0,4,3,22.0
6139,4,96,1.0,4,1,80.0
6140,7,97,1.0,7,2,88.0
6141,8,45,1.0,4,6,39.0
6142,1,88,1.0,6,1,63.0
6143,4,61,1.0,8,0,44.0
6144,6,88,1.0,4,1,72.0
6145,3,52,0.0,6,7,33.0
6146,5,51,0.0,7,7,39.0
6147,9,43,0.0,8,9,45.0
6148,3,47,0.0,7,1,23.0
6149,5,76,1.0,8,5,63.0
6150,8,70,0.0,4,6,63.0
6151,6,76,1.0,4,0,63.0
6152,4,84,0.0,8,6,64.0
6153,8,65,1.0,6,7,62.0
6154,3,82,0.0,6,8,64.0
6155,3,47,1.0,6,7,28.0
6156,4,79,0.0,5,2,60.0
6157,9,72,0.0,9,7,70.0
6158,5,84,0.0,9,2,70.0
6159,8,68,0.0,9,5,60.0
6160,6,44,0.0,6,3,33.0
6161,3,67,1.0,4,6,46.0
6162,8,92,0.0,5,7,88.0
6163,9,79,1.0,6,9,78.0
6164,8,56,0.0,4,5,47.0
6165,4,94,0.0,5,9,75.0
6166,6,62,0.0,4,3,51.0
6167,1,84,1.0,8,7,61.0
6168,4,48,0.0,4,6,29.0
6169,8,41,0.0,5,9,36.0
6170,1,71,1.0,6,7,44.0
6171,3,90,1.0,9,9,75.0
6172,1,91,1.0,5,6,63.0
6173,9,88,1.0,6,2,85.0
6174,2,70,0.0,6,2,46.0
6175,9,46,1.0,7,8,44.0
6176,4,69,1.0,8,6,55.0
6177,2,97,0.0,7,0,76.0
6178,4,42,1.0,9,2,25.0
6179,6,90,1.0,5,0,74.0
6180,7,90,1.0,7,5,79.0
6181,3,95,0.0,9,1,75.0
6182,3,48,1.0,6,6,28.0
6183,8,49,1.0,5,7,44.0
6184,5,85,1.0,7,5,72.0
6185,4,89,0.0,4,4,72.0
6186,7,97,0.0,9,9,94.0
6187,7,86,1.0,9,3,79.0
6188,9,65,0.0,8,8,64.0
6189,9,40,1.0,4,7,35.0
6190,5,69,0.0,5,4,54.0
6191,8,96,0.0,7,0,90.0
6192,1,77,1.0,6,7,52.0
6193,9,54,1.0,7,7,50.0
6194,8,64,1.0,5,6,58.0
6195,6,45,0.0,5,6,33.0
6196,3,57,1.0,5,7,38.0
6197,3,40,0.0,5,0,17.0
6198,8,95,0.0,9,2,90.0
6199,5,42,1.0,7,3,32.0
6200,7,56,0.0,4,5,46.0
6201,5,87,0.0,6,9,76.0
6202,8,47,1.0,6,9,45.0
6203,4,99,0.0,8,8,81.0
6204,2,88,0.0,9,3,66.0
6205,3,79,1.0,5,5,59.0
6206,8,56,1.0,5,8,54.0
6207,7,64,1.0,5,8,59.0
6208,2,80,0.0,9,5,55.0
6209,6,51,0.0,4,4,36.0
6210,9,68,0.0,5,2,66.0
6211,4,64,1.0,8,4,47.0
6212,9,90,0.0,8,2,89.0
6213,2,75,0.0,4,4,50.0
6214,2,92,0.0,9,9,69.0
6215,9,93,1.0,5,9,94.0
6216,7,64,1.0,7,0,54.0
6217,7,68,1.0,7,5,60.0
6218,1,50,0.0,6,6,22.0
6219,6,99,0.0,4,1,84.0
6220,7,43,1.0,7,2,34.0
6221,6,53,1.0,6,9,40.0
6222,6,85,0.0,8,8,78.0
6223,2,77,1.0,6,7,56.0
6224,6,56,0.0,5,3,45.0
6225,4,41,1.0,5,7,23.0
6226,9,47,1.0,8,7,45.0
6227,1,75,1.0,4,5,50.0
6228,8,49,0.0,9,0,37.0
6229,5,46,1.0,5,1,29.0
6230,1,75,0.0,5,3,44.0
6231,4,55,1.0,6,3,38.0
6232,1,53,1.0,6,1,24.0
6233,6,55,0.0,6,8,43.0
6234,2,64,0.0,7,1,39.0
6235,5,80,1.0,8,5,70.0
6236,7,43,0.0,4,4,37.0
6237,2,68,1.0,6,3,47.0
6238,6,95,0.0,4,5,85.0
6239,6,45,0.0,6,3,32.0
6240,5,40,1.0,5,8,24.0
6241,5,78,1.0,4,9,60.0
6242,3,40,0.0,7,6,20.0
6243,2,90,0.0,6,2,66.0
6244,7,79,1.0,9,9,74.0
6245,1,96,0.0,8,3,70.0
6246,6,42,0.0,5,0,25.0
6247,6,40,0.0,6,5,25.0
6248,3,40,0.0,4,1,20.0
6249,2,78,1.0,6,3,59.0
6250,2,60,1.0,5,4,33.0
6251,9,84,0.0,8,7,81.0
6252,5,69,0.0,8,2,51.0
6253,7,71,1.0,8,5,64.0
6254,5,72,0.0,9,0,58.0
6255,7,87,0.0,5,8,78.0
6256,4,61,0.0,9,0,43.0
6257,8,69,0.0,9,1,64.0
6258,7,93,0.0,6,0,85.0
6259,5,85,1.0,5,7,73.0
6260,6,43,0.0,5,3,32.0
6261,5,62,0.0,6,1,46.0
6262,7,94,0.0,7,6,85.0
6263,2,83,1.0,9,7,64.0
6264,5,64,0.0,8,8,50.0
6265,3,51,0.0,4,4,29.0
6266,9,56,1.0,9,2,53.0
6267,6,92,1.0,4,0,83.0
6268,3,54,1.0,6,7,36.0
6269,7,49,1.0,4,5,37.0
6270,4,74,0.0,7,4,57.0
6271,3,94,0.0,5,6,75.0
6272,8,91,0.0,8,4,84.0
6273,4,91,1.0,4,3,74.0
6274,1,68,0.0,4,4,40.0
6275,6,51,1.0,6,6,37.0
6276,1,40,1.0,6,5,11.0
6277,5,40,0.0,5,9,28.0
6278,7,49,1.0,8,9,40.0
6279,6,57,1.0,4,8,47.0
6280,2,86,0.0,5,9,65.0
6281,4,41,0.0,8,1,22.0
6282,2,88,1.0,5,6,66.0
6283,1,47,0.0,4,0,19.0
6284,3,61,0.0,6,7,43.0
6285,3,61,1.0,6,3,41.0
6286,7,65,1.0,6,7,56.0
6287,1,65,0.0,7,7,42.0
6288,9,48,0.0,5,3,45.0
6289,6,60,1.0,4,3,46.0
6290,4,70,0.0,5,4,51.0
6291,3,91,1.0,6,6,74.0
6292,3,82,1.0,9,5,67.0
6293,2,45,0.0,9,0,21.0
6294,2,95,0.0,5,5,73.0
6295,5,53,0.0,8,2,39.0
6296,9,72,0.0,9,8,69.0
6297,2,46,0.0,9,2,24.0
6298,2,63,1.0,5,8,36.0
6299,6,48,0.0,7,4,38.0
6300,2,50,1.0,7,9,29.0
6301,4,95,0.0,6,7,72.0
6302,6,62,1.0,4,8,48.0
6303,5,87,0.0,8,8,71.0
6304,1,90,0.0,4,6,61.0
6305,6,41,1.0,4,9,29.0
6306,1,54,0.0,8,0,31.0
6307,3,74,0.0,7,7,56.0
6308,5,75,1.0,9,6,62.0
6309,5,91,1.0,6,3,78.0
6310,6,93,1.0,5,5,83.0
6311,8,67,0.0,7,9,65.0
6312,5,78,1.0,6,1,65.0
6313,1,83,1.0,9,3,59.0
6314,5,43,0.0,7,7,26.0
6315,3,49,0.0,8,3,32.0
6316,4,45,0.0,4,9,27.0
6317,8,96,0.0,8,3,89.0
6318,7,69,0.0,9,3,57.0
6319,5,93,0.0,5,9,77.0
6320,2,85,1.0,8,8,65.0
6321,6,74,1.0,9,1,63.0
6322,6,88,0.0,4,6,78.0
6323,6,82,1.0,7,2,74.0
6324,9,49,1.0,6,3,41.0
6325,8,97,1.0,9,0,90.0
6326,8,92,1.0,9,2,88.0
6327,1,71,0.0,5,1,47.0
6328,5,81,0.0,7,9,66.0
6329,7,81,1.0,9,6,75.0
6330,6,42,0.0,9,5,29.0
6331,5,95,1.0,6,0,80.0
6332,8,65,1.0,4,7,59.0
6333,3,54,0.0,8,8,34.0
6334,6,56,1.0,7,0,47.0
6335,5,66,0.0,6,4,53.0
6336,8,57,0.0,6,6,50.0
6337,4,90,0.0,8,1,72.0
6338,8,58,0.0,7,5,54.0
6339,2,51,0.0,7,7,28.0
6340,9,63,0.0,4,7,59.0
6341,9,44,0.0,7,9,40.0
6342,6,63,0.0,9,9,55.0
6343,4,66,0.0,8,7,49.0
6344,4,87,1.0,7,5,70.0
6345,6,69,0.0,4,5,57.0
6346,5,54,1.0,6,2,39.0
6347,6,86,0.0,9,1,75.0
6348,7,98,1.0,7,4,87.0
6349,7,77,0.0,8,8,70.0
6350,9,83,0.0,7,3,76.0
6351,8,73,0.0,5,4,68.0
6352,6,66,1.0,4,5,53.0
6353,6,59,1.0,6,5,48.0
6354,5,80,0.0,5,3,63.0
6355,1,71,1.0,8,3,47.0
6356,9,43,0.0,7,7,38.0
6357,9,44,1.0,4,4,43.0
6358,9,92,1.0,9,4,90.0
6359,8,97,1.0,7,8,95.0
6360,3,47,0.0,7,3,24.0
6361,1,61,1.0,7,6,35.0
6362,8,81,1.0,9,4,75.0
6363,7,46,0.0,7,8,37.0
6364,5,61,0.0,4,7,46.0
6365,7,85,1.0,9,7,80.0
6366,4,69,1.0,9,9,55.0
6367,9,76,0.0,5,9,71.0
6368,2,55,0.0,8,2,32.0
6369,9,54,0.0,9,8,51.0
6370,9,44,0.0,5,7,43.0
6371,5,42,0.0,4,2,23.0
6372,1,62,1.0,8,9,37.0
6373,7,49,0.0,9,0,40.0
6374,4,44,0.0,6,4,24.0
6375,9,62,1.0,5,3,60.0
6376,6,54,0.0,4,7,44.0
6377,3,57,0.0,4,5,34.0
6378,6,64,0.0,4,9,51.0
6379,6,47,1.0,8,4,39.0
6380,5,70,0.0,7,8,57.0
6381,2,60,0.0,6,5,36.0
6382,2,41,0.0,8,2,16.0
6383,7,61,0.0,8,5,52.0
6384,2,47,1.0,9,3,25.0
6385,6,62,1.0,5,4,51.0
6386,5,71,0.0,6,5,56.0
6387,4,47,0.0,4,8,27.0
6388,7,43,0.0,8,2,33.0
6389,8,69,0.0,6,0,60.0
6390,4,58,0.0,5,1,39.0
6391,1,62,0.0,7,7,41.0
6392,1,57,0.0,6,3,35.0
6393,1,92,1.0,4,6,67.0
6394,1,68,0.0,8,1,39.0
6395,5,62,1.0,7,9,51.0
6396,4,72,1.0,5,7,56.0
6397,9,91,0.0,4,9,93.0
6398,3,86,1.0,7,8,68.0
6399,7,57,1.0,9,6,49.0
6400,8,93,1.0,9,9,88.0
6401,6,83,0.0,5,0,72.0
6402,1,72,1.0,4,1,44.0
6403,8,46,1.0,8,8,41.0
6404,3,90,0.0,5,9,69.0
6405,8,67,0.0,7,6,66.0
6406,4,40,1.0,4,2,20.0
6407,8,95,0.0,9,4,92.0
6408,1,78,0.0,9,0,53.0
6409,3,73,1.0,6,9,50.0
6410,6,78,1.0,4,2,70.0
6411,9,58,1.0,7,3,51.0
6412,2,70,0.0,7,3,45.0
6413,1,52,1.0,6,6,25.0
6414,3,96,1.0,7,4,75.0
6415,4,63,0.0,4,8,45.0
